xx,yy,zz,label,correlation
13.71,38.121,-9.58978,Stroke,0.570825389
16.4628,32.5155,-10.8225,Stroke,0.566611833
11.1543,8.30549,-32.6323,Stroke,0.571000833
13.8325,43.1652,-8.85524,Stroke,0.582520056
15.1849,34.2744,-13.4967,Stroke,0.577315833
16.0513,41.2937,-7.16213,Stroke,0.565517889
17.4939,34.9471,-10.2843,Stroke,0.5791685
14.7855,29.7861,-18.0033,Stroke,0.589522944
7.86482,20.4966,-27.7794,Stroke,0.548694444
13.2883,39.8031,-11.4113,Stroke,0.567575111
14.1202,25.3855,-20.3605,Stroke,0.593220889
12.6894,11.0481,-32.2479,Stroke,0.568030222
11.1339,15.3862,-29.6715,Stroke,0.583446833
11.5599,14.8944,-29.8598,Stroke,0.606900278
13.137,18.2214,-23.5092,Stroke,0.600209111
12.4188,16.9279,-25.5421,Stroke,0.592797667
12.7779,24.7205,-20.9081,Stroke,0.562436306
13.667,34.1697,-13.9256,Stroke,0.527386556
13.0077,24.469,-19.7976,Stroke,0.5797345
15.1899,26.428,-17.8159,Stroke,0.594833056
14.2323,21.4845,-21.298,Stroke,0.561085389
13.2614,11.3819,-28.7059,Stroke,0.572586
12.2315,12.3643,-28.8419,Stroke,0.596465778
12.7992,34.2005,-12.8919,Stroke,0.560820389
15.3013,27.1502,-14.7322,Stroke,0.565322667
17.4663,27.4717,-13.8587,Stroke,0.583329333
12.5899,28.1447,-17.4555,Stroke,0.559970222
15.2503,40.9207,-8.80943,Stroke,0.562122778
13.573,36.3873,-13.3178,Stroke,0.564355556
16.7478,45.6796,-4.23951,Stroke,0.5929665
14.7041,21.6772,-21.4731,Stroke,0.565479389
11.5142,21.59,-24.8278,Stroke,0.575473333
14.2494,39.6867,-9.60172,Stroke,0.547920639
14.9768,40.2904,-11.0013,Stroke,0.553289678
18.0769,37.6351,-8.95737,Stroke,0.5803875
14.0571,33.762,-13.1531,Stroke,0.549600167
12.6405,19.1946,-23.6932,Stroke,0.577692667
12.5372,37.6809,-11.8729,Stroke,0.545021172
15.8074,38.5736,-8.95558,Stroke,0.583184944
16.8713,38.4919,-8.93514,Stroke,0.568139333
12.8877,25.068,-19.4547,Stroke,0.567710778
17.6569,36.472,-10.2866,Stroke,0.570119422
9.44611,5.54538,-34.2854,Stroke,0.518277213
14.9163,35.3966,-12.1659,Stroke,0.567968044
11.0605,34.7935,-15.8537,Stroke,0.552413522
15.0597,25.6036,-18.3767,Stroke,0.577707778
13.5089,23.4394,-20.4103,Stroke,0.574646667
15.5262,32.8728,-11.547,Stroke,0.559680611
15.3267,39.6748,-9.67624,Stroke,0.574835522
25.2108,7.51129,-7.51608,healthy control,0.494958033
28.1564,7.97671,-7.18128,healthy control,0.535058439
25.9787,7.77911,-9.05113,healthy control,0.504562778
25.2422,9.70696,-8.47056,healthy control,0.460236794
22.8023,12.4276,-6.04203,healthy control,0.395711728
27.1722,9.62089,-3.75769,healthy control,0.402372767
21.8083,13.1687,-8.32447,healthy control,0.25295295
27.0363,-3.35263,-25.6729,healthy control,0.752509833
20.7976,-4.58396,-33.9919,healthy control,0.734583056
22.2665,-5.3056,-30.0944,healthy control,0.765179167
23.6249,-5.77278,-29.6069,healthy control,0.764725667
23.0615,-2.1894,-29.474,healthy control,0.771927556
22.0477,-1.80605,-32.5795,healthy control,0.793673889
21.4953,-3.82575,-32.3307,healthy control,0.788957778
20.2769,-2.51901,-33.1625,healthy control,0.782147333
21.7944,-1.18564,-31.7616,healthy control,0.768047722
19.0015,42.7974,-6.28478,healthy control,0.803609056
14.5571,31.4662,-17.1339,healthy control,0.815854333
18.0109,24.9177,-20.0152,healthy control,0.789602833
11.8507,18.4437,-25.7879,healthy control,0.761915278
18.6852,40.0789,-8.33957,healthy control,0.776729167
15.4693,26.0562,-19.7932,healthy control,0.784895056
15.5859,26.1437,-21.036,healthy control,0.804821833
19.0414,35.3214,-12.0974,healthy control,0.799316056
20.7912,29.485,-16.3583,healthy control,0.797975
19.5396,15.1441,-26.7443,healthy control,0.783630722
32.6298,42.4758,16.252,healthy control,0.835623556
31.6684,45.8757,14.2289,healthy control,0.822061389
32.656,41.0994,16.1483,healthy control,0.822464278
34.528,38.9955,17.7865,healthy control,0.840270333
33.6723,40.5499,17.4012,healthy control,0.833346778
31.6362,43.7056,14.8246,healthy control,0.833396667
31.0043,41.9533,15.4445,healthy control,0.822429167
33.1723,37.3436,17.4335,healthy control,0.829829611
35.9624,31.4094,17.08,healthy control,0.850269833
33.3189,37.0413,16.8283,healthy control,0.823499611
35.115,34.3882,16.2876,healthy control,0.84245
49.749,-9.71666,4.8848,healthy control,0.821947222
39.6184,-23.9408,-12.594,healthy control,0.824087
40.4561,-23.5959,-11.4399,healthy control,0.825452667
43.2206,-19.3039,-5.98364,healthy control,0.819148222
45.2148,-20.2505,-3.54371,healthy control,0.842111556
44.6631,-23.0249,-7.48503,healthy control,0.838672833
45.6365,-16.218,-0.590584,healthy control,0.836940667
44.807,-16.7232,-1.53085,healthy control,0.831311
46.2836,-15.9014,-1.2958,healthy control,0.832427278
44.8763,-16.9818,-1.52416,healthy control,0.829450389
40.0729,-23.673,-11.4294,healthy control,0.826010611
43.65,-19.6489,-5.99318,healthy control,0.823953833
18.7042,-31.7436,-38.2474,healthy control,0.841925722
16.4183,-30.0796,-40.1161,healthy control,0.856068389
14.9822,-29.6032,-41.5231,healthy control,0.845061444
20.238,-30.9577,-36.5846,healthy control,0.857241944
13.3485,-28.0329,-41.3603,healthy control,0.852552722
17.9836,-30.674,-37.737,healthy control,0.855431667
12.5541,-28.5336,-43.4776,healthy control,0.868835722
12.6857,-28.2815,-44.5522,healthy control,0.847840722
19.6895,-31.057,-36.397,healthy control,0.827833611
15.643,-29.5574,-40.909,healthy control,0.861112722
19.1111,-29.9274,-36.6147,healthy control,0.850957278
13.2105,-28.8151,-42.9828,healthy control,0.874883222
15.2769,-29.538,-40.3378,healthy control,0.868038333
-7.47445,-17.0539,-55.695,healthy control,0.865725333
-12.1818,-13.3135,-56.9909,healthy control,0.870504722
-8.09887,-14.3951,-55.9311,healthy control,0.876572
-10.8467,-13.5504,-56.6701,healthy control,0.873611778
-9.49852,-14.1493,-55.8642,healthy control,0.868482056
-10.892,-12.6672,-56.872,healthy control,0.865252278
-16.4136,-2.73045,-56.8689,healthy control,0.850151389
-15.3268,-4.48243,-56.0236,healthy control,0.858853167
-16.4019,-4.05439,-55.642,healthy control,0.860255778
-16.983,-0.917903,-56.5221,healthy control,0.853643111
-16.1479,-1.37787,-56.4296,healthy control,0.857658444
-17.1275,0.134017,-56.2238,healthy control,0.856667667
-17.2326,1.12091,-55.3111,healthy control,0.854073722
-15.1984,-4.64645,-55.9523,healthy control,0.852261056
-21.8207,17.0546,-51.8317,healthy control,0.855594556
-23.1227,23.6716,-50.7351,healthy control,0.852876333
-22.2495,19.0724,-51.9683,healthy control,0.864625167
-22.1093,16.5368,-51.9632,healthy control,0.8661175
-22.1081,22.2653,-50.6325,healthy control,0.8532015
-22.7892,27.4982,-48.5719,healthy control,0.847652444
-22.8021,30.0427,-47.7853,healthy control,0.855115278
-22.7162,24.7576,-49.5092,healthy control,0.846923389
-21.765,20.3847,-50.2771,healthy control,0.833510833
-22.3937,23.8701,-50.1723,healthy control,0.850254167
-22.3441,22.198,-50.7217,healthy control,0.856395278
-22.3033,18.3882,-52.074,healthy control,0.858766056
-21.8411,12.4783,-53.5248,healthy control,0.858710944
-22.2943,15.6637,-52.683,healthy control,0.870393167
19.2493,9.2979,-6.83353,healthy control,0.20617845
23.5639,11.7295,-2.01707,healthy control,0.275878511
18.1411,9.73164,-8.48686,healthy control,0.024456455
22.4741,7.56815,-5.2905,healthy control,0.272422606
24.1104,4.87062,-9.12508,healthy control,0.291317072
15.6697,9.0575,-12.0425,healthy control,-0.014690683
19.3333,12.9602,-4.35432,healthy control,0.169226922
18.9083,10.2058,-8.65418,healthy control,0.10982205
27.8144,-1.719,-14.8891,healthy control,0.513699624
31.81,1.73215,-11.3468,healthy control,0.5786383
21.3938,0.385009,-25.0315,healthy control,0.619467167
28.4865,-4.23226,-19.1405,healthy control,0.595270078
29.1189,-1.45561,-16.156,healthy control,0.599924167
22.0854,0.846116,-22.3187,healthy control,0.585355033
28.335,-3.96907,-17.478,healthy control,0.600573167
24.9817,-5.61746,-22.6588,healthy control,0.578556222
21.2156,-4.02642,-21.0429,healthy control,0.514636222
13.358,5.24001,-28.9109,healthy control,0.605753258
12.9702,4.27645,-31.9847,healthy control,0.668512372
13.1056,7.05675,-28.5879,healthy control,0.648771844
14.2054,12.4285,-22.8129,healthy control,0.605880309
17.4309,2.22179,-27.0571,healthy control,0.643242306
11.4458,18.482,-20.607,healthy control,0.664316167
9.95724,19.4729,-21.2929,healthy control,0.671988111
11.3141,19.2398,-20.7005,healthy control,0.679404389
13.0571,12.5504,-24.5766,healthy control,0.616087456
23.2529,40.1874,5.59812,healthy control,0.742428556
19.3552,46.8466,1.01222,healthy control,0.734545333
17.279,47.7765,-0.252474,healthy control,0.732867056
18.2886,47.8585,0.0480184,healthy control,0.715247778
17.6341,49.495,0.442653,healthy control,0.729313944
20.4016,46.0553,1.50845,healthy control,0.725147278
14.592,45.4471,-3.61531,healthy control,0.691677722
15.9736,47.1232,-1.48859,healthy control,0.701609722
20.1283,42.5784,-0.106762,healthy control,0.691015722
16.3239,49.4055,-0.291657,healthy control,0.707181167
29.8562,33.6755,12.1354,healthy control,0.756674444
29.4586,33.5358,12.1899,healthy control,0.748769389
31.4155,30.571,12.5725,healthy control,0.742480722
32.0034,25.0877,11.622,healthy control,0.769776056
30.2541,29.5689,11.843,healthy control,0.780575278
31.6834,27.4016,12.6246,healthy control,0.787462
28.9941,36.4193,11.2365,healthy control,0.786525722
28.8059,32.9359,12.6241,healthy control,0.776240167
28.3914,36.9977,12.6534,healthy control,0.762423278
30.2594,32.8427,12.6084,healthy control,0.775095056
31.3554,30.0327,13.4497,healthy control,0.757658278
41.2485,19.4222,14.4309,healthy control,0.782782278
42.5684,15.3688,13.7732,healthy control,0.803793389
40.7644,15.7454,12.4662,healthy control,0.788366278
40.3715,17.1967,13.9415,healthy control,0.8017955
41.2652,19.8318,13.9148,healthy control,0.820870278
41.6611,18.1113,14.3095,healthy control,0.801287667
42.0789,18.5112,14.783,healthy control,0.8124515
41.985,14.5658,11.9528,healthy control,0.760403167
45.568,4.01181,8.52411,healthy control,0.724091333
43.254,0.882806,4.14462,healthy control,0.723077722
43.2938,12.0891,11.4209,healthy control,0.800596611
42.4344,15.5668,12.0993,healthy control,0.774107611
44.5701,-14.545,-3.05542,healthy control,0.773447222
42.4784,-16.4053,-5.35502,healthy control,0.780710056
45.8803,-14.0591,-1.9971,healthy control,0.771864389
39.2208,-21.2623,-12.0343,healthy control,0.753277667
39.757,-20.997,-12.1774,healthy control,0.752499444
40.173,-19.8835,-8.97245,healthy control,0.763726833
43.9122,-16.6111,-3.97521,healthy control,0.773011556
46.3655,-10.5931,0.461141,healthy control,0.7665015
41.391,-17.8349,-7.18925,healthy control,0.757475111
45.5073,-12.7326,-1.847,healthy control,0.761124389
44.9223,-14.2952,-2.96402,healthy control,0.731713667
40.3644,-20.0283,-9.29386,healthy control,0.753903444
26.8077,-29.3828,-32.8184,healthy control,0.764793833
23.1918,-28.3002,-34.8649,healthy control,0.780841944
21.5056,-28.1302,-36.5894,healthy control,0.785805944
29.971,-28.4674,-28.4527,healthy control,0.781698389
26.8881,-29.4271,-31.8152,healthy control,0.771731667
26.6248,-28.4136,-32.3271,healthy control,0.764229722
22.7924,-29.1135,-34.9387,healthy control,0.771212222
17.0779,-26.031,-40.472,healthy control,0.801748167
22.3692,-27.9592,-35.6328,healthy control,0.782080778
26.6389,-28.7195,-32.3639,healthy control,0.770928833
30.4957,-28.2371,-26.6083,healthy control,0.763466056
29.5326,-28.8634,-30.178,healthy control,0.768780389
24.8652,-28.7306,-35.4856,healthy control,0.789942056
33.5728,1.50588,-23.8501,healthy control,0.540786333
31.7799,1.09925,-21.6087,healthy control,0.415936278
32.6784,3.63469,-17.3505,healthy control,0.597776028
36.8061,1.77044,-16.2497,healthy control,0.629713089
35.0016,4.58943,-12.9519,healthy control,0.565118422
28.0369,0.603112,-23.0293,healthy control,0.524994611
35.4194,5.79043,-13.4544,healthy control,0.557190344
29.3415,2.58355,-21.6581,healthy control,0.563635944
35.7194,0.52816,-17.7226,healthy control,0.607072088
19.0413,30.6149,-20.3037,healthy control,0.621573889
20.2906,6.79561,-35.0289,healthy control,0.548860761
19.3643,36.5738,-16.8636,healthy control,0.589849778
20.2774,18.7463,-31.2885,healthy control,0.574969833
16.5665,34.7338,-21.1935,healthy control,0.613111
20.6678,28.1616,-21.452,healthy control,0.552287333
19.1408,17.9789,-30.5408,healthy control,0.552917667
24.9426,46.3513,-8.03706,healthy control,0.624715472
22.393,19.7828,-27.6601,healthy control,0.632062474
21.6048,11.3062,-33.9753,healthy control,0.647906278
41.2194,27.3154,9.05802,healthy control,0.668245
39.5009,26.7293,8.16848,healthy control,0.692540967
37.2648,28.6642,8.89135,healthy control,0.661979811
32.471,39.868,6.82228,healthy control,0.661689
31.9207,38.936,6.67322,healthy control,0.646775228
40.4394,25.5922,7.28272,healthy control,0.68497085
36.9649,27.7712,7.6057,healthy control,0.672319944
36.6054,32.0034,7.51283,healthy control,0.674512889
33.4301,36.4351,8.19079,healthy control,0.653748267
32.7413,36.912,7.77062,healthy control,0.662820667
32.8772,35.2313,5.30393,healthy control,0.616905611
53.2275,-1.20552,2.06226,healthy control,0.675513111
52.9582,-1.0754,1.92533,healthy control,0.6566258
51.1936,-0.119964,1.16201,healthy control,0.630569317
51.2265,-2.04788,0.00268452,healthy control,0.640073883
50.19,-8.8663,-7.03989,healthy control,0.650937167
51.7346,-6.20399,-5.30915,healthy control,0.623611778
44.3887,-16.9278,-17.1601,healthy control,0.617596333
52.9348,-3.64235,-0.549836,healthy control,0.64756875
51.7905,-6.54816,-3.38522,healthy control,0.674900889
52.0297,-6.01657,-2.1319,healthy control,0.650525111
51.716,-5.00768,-2.07271,healthy control,0.654082556
49.8511,-9.55244,-6.2154,healthy control,0.63902
29.6995,-24.4572,-33.8004,healthy control,0.646713833
30.2334,-25.4072,-34.8288,healthy control,0.631521689
34.0254,-23.518,-28.6718,healthy control,0.645955017
29.7266,-23.6012,-34.0788,healthy control,0.603957694
34.5215,-22.6045,-27.3949,healthy control,0.646389122
29.0935,-26.1167,-35.9074,healthy control,0.668969556
29.0344,-25.234,-35.7815,healthy control,0.653539572
30.2811,-23.7688,-33.455,healthy control,0.629452278
32.1999,-24.9578,-32.4436,healthy control,0.622358722
32.0235,-23.9507,-31.7582,healthy control,0.6476635
32.0169,-23.5188,-31.0429,healthy control,0.661615139
27.214,-24.0107,-37.2899,healthy control,0.658943222
25.3663,-25.6999,-39.6662,healthy control,0.652634889
1.5963,-8.49838,-50.0248,healthy control,0.645381056
-4.44062,-3.49418,-51.1585,healthy control,0.632971944
0.361975,-9.38468,-51.7165,healthy control,0.649715778
-5.11559,-1.15151,-51.132,healthy control,0.631552556
3.29134,-12.2182,-51.8006,healthy control,0.6544805
-3.32778,-5.33462,-51.8649,healthy control,0.653165722
3.62763,-12.4767,-53.4492,healthy control,0.636429444
3.83722,-12.5628,-51.5496,healthy control,0.648417222
-2.74193,-6.06972,-52.6026,healthy control,0.6356535
4.07538,-13.326,-52.7182,healthy control,0.645021444
-1.53184,-8.48371,-52.6491,healthy control,0.657596278
-2.21661,-7.25737,-53.8597,healthy control,0.663788833
-0.360276,-8.62018,-53.5511,healthy control,0.658130333
1.77023,-10.5927,-53.5767,healthy control,0.65005
-13.266,17.6891,-51.0146,healthy control,0.670964867
-13.9661,19.3246,-49.5361,healthy control,0.660029444
-13.7597,20.9508,-52.3826,healthy control,0.650939956
-13.6411,23.2285,-49.6446,healthy control,0.656634956
-13.7548,19.0001,-49.8796,healthy control,0.665698778
-14.7282,20.8078,-50.0793,healthy control,0.659696278
-11.6819,11.8319,-50.6997,healthy control,0.693118172
-12.9745,19.4195,-49.8172,healthy control,0.688887667
-15.439,25.0677,-49.6964,healthy control,0.678994833
-13.0508,16.4029,-51.3252,healthy control,0.697188044
-12.4493,18.3902,-48.8381,healthy control,0.671792444
-12.6966,18.2793,-50.8633,healthy control,0.670992056
-12.0601,13.5392,-51.3141,healthy control,0.682944689
-9.40369,3.02199,-52.7955,healthy control,0.694590056
-13.0015,18.0238,-50.3675,healthy control,0.685517817
-9.19797,46.121,-40.1038,healthy control,0.631408392
-9.72548,43.9912,-41.9592,healthy control,0.650945228
-12.8671,42.0548,-44.1383,healthy control,0.652648361
-13.394,36.3484,-46.7792,healthy control,0.648357033
-8.3232,48.7324,-39.0907,healthy control,0.655754944
-13.4207,44.196,-41.9262,healthy control,0.668001611
-14.8896,37.7271,-43.671,healthy control,0.661396617
-11.5962,42.7596,-44.0264,healthy control,0.678785972
-9.29799,45.6072,-40.4938,healthy control,0.665102811
-7.68195,45.8458,-39.0057,healthy control,0.650935444
-9.46387,46.2231,-40.6089,healthy control,0.670107294
-8.60952,40.5628,-44.0433,healthy control,0.65245435
0.37514,50.0162,-35.9251,healthy control,0.627286033
-7.77426,47.3477,-38.9552,healthy control,0.632291556
-12.8693,42.1853,-43.212,healthy control,0.670829833
-10.6869,37.15,-43.9561,healthy control,0.636395378
26.0032,6.70734,-6.69111,healthy control,0.425066078
26.7696,6.20299,-10.7318,healthy control,0.503080117
27.5638,7.91386,-9.90613,healthy control,0.481247489
28.4211,6.27568,-12.0004,healthy control,0.533915533
27.7781,7.96381,-8.71354,healthy control,0.441033722
29.61,5.27395,-11.4661,healthy control,0.59424635
31.9025,-1.52992,-18.4561,healthy control,0.679379644
30.3435,-3.27526,-20.7548,healthy control,0.615406322
20.1638,12.0988,-30.0571,healthy control,0.699865183
20.0697,3.79612,-33.1256,healthy control,0.696335406
17.4622,3.6199,-33.4216,healthy control,0.732039333
16.691,17.5107,-28.6742,healthy control,0.700991428
18.1321,9.57919,-30.8699,healthy control,0.729008006
18.1618,9.23604,-33.3907,healthy control,0.738377322
19.081,10.3059,-29.5361,healthy control,0.719175167
19.8569,12.2767,-27.7202,healthy control,0.665455139
16.0575,18.0487,-28.2327,healthy control,0.745131444
29.1432,38.0315,10.8722,healthy control,0.759347444
23.2447,43.9965,6.84392,healthy control,0.760390833
21.5749,50.6535,7.85283,healthy control,0.794032111
23.6923,44.5085,6.9432,healthy control,0.8018405
23.7848,48.1868,7.6019,healthy control,0.806918444
23.6201,51.0315,6.70012,healthy control,0.788695833
24.5696,50.4595,6.47013,healthy control,0.785843944
22.5024,51.5717,6.33123,healthy control,0.794034389
17.9948,56.1595,-0.636306,healthy control,0.772296222
19.9136,52.4908,2.47832,healthy control,0.763984944
42.5369,24.469,18.4239,healthy control,0.828042111
44.4862,22.0091,17.5735,healthy control,0.825156
42.0621,10.2786,9.34068,healthy control,0.771197222
38.0883,27.4186,16.0492,healthy control,0.795764556
40.3088,29.4026,18.0181,healthy control,0.798833278
39.7409,25.9055,17.0655,healthy control,0.825946333
43.1082,21.9723,16.5335,healthy control,0.845132056
44.0609,20.8754,18.0672,healthy control,0.835939444
43.5077,22.4172,18.0884,healthy control,0.815255111
47.7985,9.55149,12.9522,healthy control,0.789985111
42.142,17.7591,14.6637,healthy control,0.807533389
50.3657,-5.94617,9.02225,healthy control,0.799577889
34.195,-26.7066,-16.9127,healthy control,0.787151757
37.2388,-24.993,-13.3541,healthy control,0.767325667
30.298,-28.6941,-24.1501,healthy control,0.77977465
42.0511,-19.3551,-4.96599,healthy control,0.8098825
43.5465,-17.556,-2.26173,healthy control,0.813861611
30.3378,-28.9306,-23.5982,healthy control,0.811732389
43.0776,-20.8353,-3.79663,healthy control,0.818253722
41.2406,-21.3443,-6.13295,healthy control,0.829347389
40.2538,-21.4326,-8.44839,healthy control,0.796116333
43.853,-17.244,-0.851564,healthy control,0.813315667
45.5506,-16.2285,1.83011,healthy control,0.818542556
37.588,-22.8593,-11.6045,healthy control,0.791096333
13.8181,-30.3526,-42.516,healthy control,0.856620833
9.68109,-27.4968,-44.608,healthy control,0.854714333
14.9802,-31.3422,-43.2863,healthy control,0.857244
19.5676,-32.9409,-37.8506,healthy control,0.839953111
23.8114,-32.2542,-32.1032,healthy control,0.847810667
17.547,-29.3882,-35.7006,healthy control,0.834404667
3.64211,-24.0317,-50.3587,healthy control,0.828648167
16.1525,-32.497,-43.3423,healthy control,0.836511722
21.3338,-31.076,-33.4458,healthy control,0.821856056
15.2925,-30.9588,-42.9754,healthy control,0.848356056
15.2728,-30.9823,-42.2647,healthy control,0.838847389
22.2767,-32.0831,-34.6316,healthy control,0.832799667
21.9589,-32.2044,-36.0657,healthy control,0.829409278
-18.8371,14.141,-50.9221,healthy control,0.846474056
-14.4416,-5.08812,-53.9596,healthy control,0.864369944
-18.2644,6.97704,-53.1407,healthy control,0.867958333
-18.4889,9.36953,-53.0898,healthy control,0.847965667
-19.4812,12.6872,-53.1347,healthy control,0.855559778
-18.3493,9.73496,-52.7662,healthy control,0.849740167
-19.4693,14.6194,-51.7401,healthy control,0.827981444
-19.8589,17.6106,-51.8382,healthy control,0.864802278
-18.9911,18.868,-50.6793,healthy control,0.8501295
-19.1892,8.87166,-53.66,healthy control,0.847555778
-15.9739,-2.76646,-57.8437,healthy control,0.848453333
-8.52023,-11.948,-53.638,healthy control,0.848909222
-16.1037,1.30564,-54.3161,healthy control,0.855477889
-14.0844,-4.93407,-55.369,healthy control,0.869515444
-2.57032,50.2735,-29.158,healthy control,0.776232778
-8.41222,54.4923,-29.9138,healthy control,0.792389611
-8.8981,53.9041,-29.6457,healthy control,0.81697
-14.6824,44.6872,-36.6118,healthy control,0.830783056
-17.5072,51.0185,-33.568,healthy control,0.825362667
-18.1146,36.3256,-42.998,healthy control,0.8255305
-17.7571,43.3076,-37.7403,healthy control,0.830133167
-18.45,37.9512,-41.4368,healthy control,0.829794167
-16.4207,46.1828,-37.2021,healthy control,0.832212556
-11.2511,42.7713,-36.2712,healthy control,0.799905556
-5.89383,51.2159,-28.2633,healthy control,0.816758722
-12.8009,48.3997,-31.816,healthy control,0.833067611
-16.626,46.4259,-35.2764,healthy control,0.834197889
-12.8453,36.9263,-39.4931,healthy control,0.822713556
-1.51174,51.3567,-25.4618,healthy control,0.818184167
-12.3171,50.0287,-30.9809,healthy control,0.827925611
26.656,0.391324,-14.0914,healthy control,0.476116061
27.4234,2.00641,-12.5876,healthy control,0.475564756
29.224,2.85756,-12.1712,healthy control,0.528401724
29.6598,0.682748,-12.9839,healthy control,0.577366
30.2448,1.20968,-11.4367,healthy control,0.501925911
27.0675,3.60678,-10.5462,healthy control,0.423667089
28.5177,1.27106,-12.627,healthy control,0.539834867
29.7404,-0.182731,-14.726,healthy control,0.639134461
16.084,49.2325,0.774139,healthy control,0.739727889
13.9903,49.7513,1.33642,healthy control,0.752703556
17.4669,50.7833,1.44072,healthy control,0.740153444
18.2019,46.2757,1.75465,healthy control,0.760178889
15.0239,51.0244,1.58174,healthy control,0.738842722
18.6079,46.0457,0.787386,healthy control,0.722190222
18.5572,47.8652,0.699597,healthy control,0.723641333
18.2284,47.6525,0.8494,healthy control,0.749681333
17.1328,49.5492,2.28289,healthy control,0.759932778
20.0474,46.1648,1.8694,healthy control,0.7548405
33.609,23.2888,12.5204,healthy control,0.791588722
31.4423,25.7573,12.6494,healthy control,0.772975778
30.6279,25.6491,12.4318,healthy control,0.794878222
32.482,23.5343,11.7861,healthy control,0.788903778
31.555,23.0494,12.4477,healthy control,0.764395389
32.788,23.8149,12.8475,healthy control,0.795038444
33.9314,22.098,12.6083,healthy control,0.770164889
34.9396,22.899,12.7517,healthy control,0.803065667
37.5218,18.9915,13.4762,healthy control,0.802364167
35.6328,18.6442,13.5412,healthy control,0.782931111
33.7362,22.5559,12.8537,healthy control,0.774132444
23.8012,-27.7002,-27.8447,healthy control,0.805715944
27.109,-25.8259,-23.0173,healthy control,0.780754111
30.5865,-24.4562,-17.8987,healthy control,0.804836278
29.8182,-26.4998,-21.0772,healthy control,0.793758389
23.7954,-26.3997,-26.1853,healthy control,0.807888333
23.1502,-27.2609,-28.6065,healthy control,0.805473222
23.4498,-27.5271,-27.8304,healthy control,0.810880389
25.6863,-26.2327,-25.5313,healthy control,0.798470889
27.1058,-26.2532,-22.7594,healthy control,0.801733444
30.3388,-25.604,-18.8712,healthy control,0.802077722
29.6609,-25.7516,-19.8564,healthy control,0.799120556
29.5963,-25.0943,-19.3388,healthy control,0.805261278
31.6229,-25.2572,-17.2345,healthy control,0.804557389
1.30495,-19.1375,-46.7568,healthy control,0.848758333
0.0590433,-17.8573,-48.6263,healthy control,0.831664778
-7.5961,-11.3154,-50.9059,healthy control,0.839627167
-1.59452,-16.2366,-48.7288,healthy control,0.833947611
-13.0725,-2.20182,-50.1852,healthy control,0.818622333
-7.04734,-12.2665,-50.6262,healthy control,0.8395725
-5.6727,-15.3785,-50.8383,healthy control,0.837217
-0.116289,-19.1844,-46.9058,healthy control,0.845614889
-5.98591,-13.6707,-50.9355,healthy control,0.826875167
1.38098,-18.9471,-47.0577,healthy control,0.8263595
-4.86169,-14.1796,-49.3289,healthy control,0.831795167
1.71476,-17.5188,-46.1566,healthy control,0.814276167
2.28711,-19.3199,-46.6744,healthy control,0.836219
-0.577565,-17.4119,-48.3138,healthy control,0.823823944
-18.2461,6.21819,-48.7726,healthy control,0.834567222
-19.9111,11.9583,-48.5788,healthy control,0.846680556
-17.9017,5.78151,-48.763,healthy control,0.840913389
-20.0088,14.2513,-47.3863,healthy control,0.845860167
-19.0181,15.8237,-46.507,healthy control,0.851439444
-18.9877,13.0087,-47.6242,healthy control,0.844505056
-18.7993,4.29368,-49.7616,healthy control,0.8337815
-19.2224,11.4249,-47.1688,healthy control,0.840756278
-19.8453,13.6614,-46.7848,healthy control,0.838377667
-19.0304,10.1117,-49.3371,healthy control,0.835386
-18.3489,9.76183,-47.6917,healthy control,0.838350833
-19.5292,13.358,-46.4966,healthy control,0.843952167
-19.4196,10.2113,-47.8252,healthy control,0.835644556
-19.5989,14.5221,-46.339,healthy control,0.838203056
-19.0021,8.19687,-48.8219,healthy control,0.834101778
-20.1915,32.0397,-43.2451,healthy control,0.827008111
-21.1946,36.6553,-42.8089,healthy control,0.820791778
-20.5596,37.5985,-41.0141,healthy control,0.817243722
-20.0142,32.9407,-43.7982,healthy control,0.816374944
-18.2132,39.3343,-39.065,healthy control,0.799393444
-19.3192,41.693,-38.5341,healthy control,0.816488444
-20.0417,40.7826,-39.0435,healthy control,0.808786722
-19.7024,37.4444,-40.7685,healthy control,0.815784
-20.2183,39.4161,-39.5036,healthy control,0.810432722
-18.9807,42.4219,-38.1265,healthy control,0.8023155
-18.4099,42.1302,-38.1558,healthy control,0.810170889
-19.6543,39.1643,-39.2911,healthy control,0.805469556
-17.7322,44.2782,-36.2871,healthy control,0.802878
-20.7368,33.7151,-42.7584,healthy control,0.819668667
-21.2014,30.5142,-44.5328,healthy control,0.8174075
-7.77206,46.3681,-36.9454,healthy control,0.767007611
-6.83854,52.1165,-32.7669,healthy control,0.769157611
-9.85631,50.4528,-35.7413,healthy control,0.762825056
-14.491,48.0347,-39.4462,healthy control,0.768208833
-5.63601,50.4435,-33.7092,healthy control,0.756490889
-7.33614,53.8305,-32.1424,healthy control,0.7562365
-7.9293,50.9951,-33.2215,healthy control,0.7604075
-10.7123,47.9148,-36.8281,healthy control,0.764082889
-5.13994,50.3717,-32.6865,healthy control,0.759868722
-7.84864,49.4112,-35.6914,healthy control,0.7752705
-8.61762,52.0711,-33.1754,healthy control,0.773280944
-8.36575,47.2212,-35.9436,healthy control,0.7644945
