colors1,colors2,colors3
1,0.304347826,0
1,0.448695652,0
1,0.4,0
1,0.436521739,0
1,0.39826087,0
1,0.419130435,0
1,0.311304348,0
1,0.276521739,0
1,0.206956522,0
1,0.650434783,0
1,0.339130435,0
1,0.267826087,0
1,0.4,0
1,0.342608696,0
1,0.48173913,0
1,0.384347826,0
1,0.394782609,0
1,0.333913043,0
1,0.290434783,0
1,0.436521739,0
1,0.473043478,0
1,0.24,0
1,0.267826087,0
1,0.179130435,0
1,0.24173913,0
1,0.217391304,0
1,0.222608696,0
1,0.387826087,0
1,0.40173913,0
1,0.419130435,0
1,0.24,0
1,0.24,0
1,0.335652174,0
1,0.253913043,0
1,0.217391304,0
1,0.19826087,0
1,0.306086957,0
1,0.300869565,0
1,0.483478261,0
1,0.502608696,0
1,0.292173913,0
1,0.408695652,0
1,0.368695652,0
1,0.23826087,0
1,0.39826087,0
1,0.245217391,0
1,0.427826087,0
1,0.149565217,0
1,0.229565217,0
1,0.326956522,0
1,0.245217391,0
1,0.213913043,0
1,0.24173913,0
1,0.326956522,0
1,0.222608696,0
1,0.450434783,0
1,0.276521739,0
1,0.56173913,0
1,0.342608696,0
1,0.27826087,0
1,0.224347826,0
1,0.351304348,0
1,0.306086957,0
1,0.266086957,0
1,0.594782609,0
1,0.513043478,0
1,0.6,0
1,0.24173913,0
1,0.210434783,0
1,0.255652174,0
1,0.292173913,0
1,0.377391304,0
1,0.335652174,0
1,0.375652174,0
1,0.415652174,0
1,0.380869565,0
1,0.393043478,0
1,0.297391304,0
1,0.323478261,0
1,0.377391304,0
1,0.473043478,0
1,0.914782609,0
0.56173913,1,0.43826087
1,0.497391304,0
1,0.499130435,0
1,0.504347826,0
1,0.483478261,0
1,0.43826087,0
1,0.450434783,0
1,0.473043478,0
1,0.314782609,0
1,0.408695652,0
1,0.43826087,0
1,0.377391304,0
1,0.48173913,0
1,0.382608696,0
1,0.462608696,0
1,0.586086957,0
1,0.643478261,0
1,0.532173913,0
1,0.582608696,0
1,0.36173913,0
1,0.476521739,0
1,0.36,0
1,0.285217391,0
1,0.462608696,0
1,0.457391304,0
1,0.460869565,0
1,0.577391304,0
1,0.375652174,0
1,0.417391304,0
1,0.346086957,0
1,0.450434783,0
1,0.372173913,0
1,0.476521739,0
1,0.262608696,0
1,0.295652174,0
1,0.445217391,0
1,0.393043478,0
1,0.328695652,0
1,0.422608696,0
1,0.347826087,0
1,0.514782609,0
1,0.48173913,0
1,0.572173913,0
1,0.43826087,0
1,0.328695652,0
1,0.389565217,0
1,0.295652174,0
1,0.286956522,0
1,0.443478261,0
1,0.4,0
1,0.353043478,0
1,0.455652174,0
1,0.530434783,0
1,0.283478261,0
1,0.299130435,0
1,0.35826087,0
1,0.56,0
1,0.412173913,0
1,0.365217391,0
1,0.582608696,0
1,0.255652174,0
1,0.459130435,0
1,0.866086957,0
1,0.497391304,0
1,0.726956522,0
1,0.44173913,0
1,0.535652174,0
1,0.297391304,0
1,0.342608696,0
1,0.393043478,0
1,0.151304348,0
1,0.433043478,0
1,0.377391304,0
1,0.474782609,0
1,0.380869565,0
1,0.669565217,0
1,0.91826087,0
